userid,name,screenname,location,accountcreated,follower,friend,verified
287970226,Aldo Chaesario A,Chaesario_,"Brebes,jateng",2011-04-26,445,311,0
743714496561111040,lynn❦,marvelouws,she/her,2016-06-17,517,908,0
977972798260854784,WTB YB JAEMIN,Nanajaesya,Indomaret,2018-03-25,138,402,0
1247543106142003206,hasbiaresta,hasbiaresta,"DKI Jakarta, Indonesia",2020-04-07,11,14,0
1622510821,B. Ken Dipa Pradhata,jagokendi,"Yogyakarta, Indonesia",2013-07-26,136,1035,0
947787017290620929,nul,nahhkann,Indonesia,2018-01-01,679,685,0
272193874,Desi,desiekowatii,indonesia,2011-03-26,384,262,0
1059581238,Gustipang,RiscaErf,"Semarang, Jawa Tengah",2013-01-04,273,328,0
1298285674445987840,allista,jentheryn,she/they,2020-08-25,282,145,0
310634429,Anisa Dwi F,anisadwiiiii,"inner circle, MyDay",2011-06-04,282,378,0
1206196963609210880,insan wicaksono,InsanWicaksono,Indonesia,2019-12-15,49,67,0
1690936178,nnas,TaufikAnnas,"Sidoarjo, Indonesia",2013-08-22,264,454,0
894927241,ava panda,heyy_AR,Indonesia,2012-10-21,332,229,0
386421643,Iyeeeeeee,ampunbang_jago,MINORITAS,2011-10-07,1133,139,0
843037086663950336,urgirlfriend,ikaaaprtw,Indonesia,2017-03-18,14,37,0
1250051825106968576,Logout 🤸,sofarumah,iye iye ini soang 98,2020-04-14,52,262,0
378548179,151cm,callmegece,Indonesia,2011-09-23,519,508,0
222979124,afi,nizzafi,Indonesia,2010-12-05,431,233,0
1098751409254629376,Hana,airputihrebusss,Indonesia,2019-02-22,463,505,0
268236146,dika hyuki,horekaaddict,"Tangerang , Indonesia",2011-03-18,184,158,0
356625309,Winda S. Wirandra,NdaaNduull,"Malang, Indonesia",2011-08-17,289,132,0
1354512634893111297,Amelia Oktaviani,ameliaokt22,Indonesia,2021-01-27,0,30,0
1081766854605983747,Nanda,Nanda31127067,Indonesia,2019-01-06,2,46,0
1336831319439863808,WASPADA Review PALSU,Review_PALSU,"Cengkareng, Indonesia",2020-12-10,138,736,0
1081766854605983747,Nanda,Nanda31127067,Indonesia,2019-01-06,2,46,0
1119780327243649026,Kyy,RzkyWhdaniah_,Indonesia,2019-04-21,16,22,0
1259327641129123843,balindrii,Andreshsdi,"Jambi, Indonesia",2020-05-10,9,4,0
1119780327243649026,Kyy,RzkyWhdaniah_,Indonesia,2019-04-21,16,22,0
3229339819,🚴🏿‍♂️PesepedaSawitan🚴🏿‍♂️,EckoPatemo,Di Perkebunan Sawit,2015-05-29,362,691,0
1351690257545060354,mars people,IbnuAlhabsyi3,"Cikarang, Indonesia",2021-01-20,20,39,0
1338348684820377602,Wenda Nabila 🇮🇩,wenda_nabila,Indonesia,2020-12-14,447,366,0
1154211892765712384,Bakul Angkringan,AzusVan,Indonesia,2019-07-25,21,160,0
1332564091227885569,REAL AKUN,sarahrealvc,Indonesia,2020-11-28,2,0,0
1357321998091755521,Caramoy💞,caramoy55319401,"Bogor Selatan, Indonesia",2021-02-04,0,0,0
1349440191065321473,sarahtrusted,sarahtrusted,Indonesia,2021-01-13,5,0,0
544154154,lil 🦇,lilyadhny,"Kalimantan Tengah, Indonesia",2012-04-03,754,248,0
1231213154719322113,Luvyy,Luvyy13,Indonesia,2020-02-22,2,16,0
1356310108930629632,sarahrealll,sarahrealll,Indonesia,2021-02-01,0,0,0
2896132160,Sar,baekbeehun,Bekasi,2014-11-11,152,417,0
1350714296993370114,sayanggkamuuu,TikaWulann1,Indonesia,2021-01-17,6,13,0
1238825989427171328,Mufida,terlalubaik12,"Jawa Tengah, Indonesia",2020-03-14,142,235,0
546915717,Iraisa Iraiso,ira_marsary,South Borneo - INA,2012-04-06,1444,357,0
1357382168855498752,Rayaa,Raya31014973,"Bogor Selatan, Indonesia",2021-02-04,0,0,0
766441892162768896,Dhantz_doank,DhantzDoank,"Subang, Indonesia",2016-08-19,12,215,0
541458875,𝓗𝓸𝓽 𝓶𝓲𝓵𝓴,EMaurencia,Indonesia,2012-03-31,489,271,0
2281968325,JavaneseSugar,AiniNikyta,"Malang, Jawa Timur",2014-01-08,195,149,0
141485791,Reni Ayu Puspitasari,reni_ayuP,Surabaya,2010-05-08,364,406,0
1317487933557862400,Devinatasya1717,devinatasya1717,Indonesia,2020-10-17,25,0,0
822488866640654336,Jhony Arifin,Jhonyjhosua,"Purbalingga, Indonesia",2017-01-20,59,788,0
1278216615776010246,cutegirl,WhoIAm62436226,Indonesia,2020-07-01,1,22,0
311314297,-,adelaregita,Indonesia,2011-06-05,729,322,0
1354865414019276800,Trusted Vania,vaniarealll,Indonesia,2021-01-28,3,0,0
797976123946602496,Ahmad Baehaqi,_baehaqi_,indonesia ,2016-11-14,70,306,0
1333661328255270912,vaniareal,vaniarealv,Indonesia,2020-12-01,2,0,0
1203011707783696384,@mssg4plsr,mssg4plsr,"Tangerang, Indonesia",2019-12-06,392,1411,0
1329430200933900291,Salmin Khan,SalminKhan11,Indonesia ,2020-11-19,50,164,0
1459721618,Violin,pyorindesu,Indonesia,2013-05-26,1003,915,0
1231213154719322113,Luvyy,Luvyy13,Indonesia,2020-02-22,2,16,0
1197684085868482560,@AkunPijat,akunpijat,Indonesia,2019-11-22,573,738,0
1296822912855359494,IkhsanNu,ican_nu,Indonesia,2020-08-21,47,53,0
1356686062509150208,vaniareall,vania0819,Indonesia,2021-02-02,2,0,0
1314492227377262593,Kitaberjodoh,deenkybackpack,Indonesia,2020-10-09,12,99,0
1350996195381022723,My Lovena,Shenina_Hp,Indonesia,2021-01-18,362,310,0
385228528,Tomi Saputra,udatommo,Indonesia,2011-10-05,741,710,0
1137123203954892800,KinderJoy≮ ARSD📌,nyepell,indonesia,2019-06-07,209,332,0
1203011707783696384,@mssg4plsr,mssg4plsr,"Tangerang, Indonesia",2019-12-06,392,1411,0
1197684085868482560,@AkunPijat,akunpijat,Indonesia,2019-11-22,573,738,0
1231213154719322113,Luvyy,Luvyy13,Indonesia,2020-02-22,2,16,0
1294319026827493376,senja senyap,khasiswa,zzz,2020-08-14,4,40,0
578069794,울란다리,wulandxri,"DKI Jakarta, Indonesia",2012-05-12,14135,7155,0
1347792382268358657,vaniarealsex,realsexvania,Indonesia,2021-01-09,14,0,0
1233777433242828802,Muhamad Wahyu Nugraha,mwahyunugraha78,Indonesia,2020-02-29,14,111,0
909091168104755200,Santo,SantoShigaky,Yogyakarya,2017-09-16,58,491,0
773462208340758528,YakultSegalon,Mamatbohlam_,Indonesia,2016-09-07,8,35,0
1357474267055738882,zahra,zahra93605680,Indonesia,2021-02-04,0,1,0
1168353850756960257,Fandi,Fandikancil07,Indonesia,2019-09-02,72,98,0
86279805,prayogohadip__,prayogo__,BUMI,2009-10-30,215,163,0
150191946,Amelia Kartika S,ameliartikaS,INA - Bandar Lampung,2010-05-31,734,432,0
1197693213273776128,@ExcMassage88,excmassage88,Indonesia,2019-11-22,927,3597,0
1050281116781838336,Co Jakarta,akunku_kuy,"DKI Jakarta, Indonesia",2018-10-11,56,1853,0
1162763838166487041,@fimilesss,fimilesss,Indonesia,2019-08-17,7,54,0
91572001,Akhira Yolanda,akhira_yolanda,"Tangerang, Indonesia",2009-11-21,1365,382,0
1326501566883356673,wifrds.prwjnt.s,WilfridusPurwi2,Indonesia,2020-11-11,3,26,0
1162763838166487041,@fimilesss,fimilesss,Indonesia,2019-08-17,7,54,0
150191946,Amelia Kartika S,ameliartikaS,INA - Bandar Lampung,2010-05-31,734,432,0
1346092631743365120,Triiagustina,Triiagustina3,Indonesia,2021-01-04,3,4,0
1344318038749794305,Raaa,Hijratunwhdn,Indonesia,2020-12-30,2,14,0
949600824,aku,udahlahiran,Indonesia,2012-11-15,55,30,0
377966212,𝙰𝙻,muhammad_aldaaa,jakarta,2011-09-22,453,237,0
958952245676015616,N',F0rN0thIng,Indonesia,2018-02-01,664,147,0
2281968325,JavaneseSugar,AiniNikyta,"Malang, Jawa Timur",2014-01-08,195,149,0
1350332651299766273,#availsemarang,availse36212645,Indonesia,2021-01-16,33,8,0
1126979383,Jumniati Ramadhani W.,nia_jumniati,Palu,2013-01-28,307,191,0
1294510934006697986,Ts Dadakan Kena Karma,Ts_KARMA_PANAS,"Tangerang, Banten",2020-08-15,799,1434,0
1294510934006697986,Ts Dadakan Kena Karma,Ts_KARMA_PANAS,"Tangerang, Banten",2020-08-15,799,1434,0
986246704516116485,DesmaLinda Saputri,linda_saputri_,"Sumatera Selatan, Indonesia",2018-04-17,106,142,0
986246704516116485,DesmaLinda Saputri,linda_saputri_,"Sumatera Selatan, Indonesia",2018-04-17,106,142,0
1352964503495872513,#palangkaraya,palangk42997110,Indonesia,2021-01-23,0,5,0
1274570784938160128,Michelle Beatrice,chellebeatrice,Indonesia,2020-06-21,0,55,0
1334319955710341124,Andre Dwi Ramadhan,AndreDwiRamadh3,"Jakarta Utara, DKI Jakarta",2020-12-03,10,121,0
1216550422191587328,Herry,HerryNapit,Indonesia,2020-01-13,315,5,0
1274570784938160128,Michelle Beatrice,chellebeatrice,Indonesia,2020-06-21,0,55,0
1093739246869917696,Muhtar Yuli,PanggilsajaMomo,"Kota Surabaya, Jawa Timur",2019-02-08,32,300,0
354089086,Mitry Ohorella,utamitry_,Yogyakarta,2011-08-13,1111,283,0
1284940876305711104,bryan,bryan64821194,Indonesia,2020-07-19,0,4,0
1201508321934499840,otakkentang,RetihR,"Tangerang, Banten",2019-12-02,16,59,0
1197693213273776128,@ExcMassage88,excmassage88,Indonesia,2019-11-22,927,3597,0
1179822582184284165,Belum Merdeka,HMchannel_,Bumi,2019-10-03,29,43,0
1343667940432826369,Moses,Solomon56909746,Indonesia,2020-12-28,2,0,0
1317487933557862400,Devinatasya1717,devinatasya1717,Indonesia,2020-10-17,25,0,0
1293935595870285825,@febrian_massage Maling,Ts_Maling_Guys,"Tangerang, Indonesia",2020-08-13,69,140,0
1293935595870285825,@febrian_massage Maling,Ts_Maling_Guys,"Tangerang, Indonesia",2020-08-13,69,140,0
1347553191202721793,Tan_,Siwitan1,"🏡 Yogyakarta, Indonesia",2021-01-08,27,26,0
776961589207445505,Sisy Syifa Bahrie,syifabahrie,"Cakung, Indonesia",2016-09-17,38,0,0
1028889283883499521,AgungS,agungS_surya23,"Perth, Western Australia",2018-08-13,531,486,0
1090830061890981888,dindayoct,dindaayoct,Indonesia,2019-01-31,183,154,0
1219442431701053441,Nesa,Nesa378,Indonesia,2020-01-21,4,35,0
1311892450353401857,Anisazedayu57,anisazedayu57,Indonesia,2020-10-02,142,1,0
1203018466254417920,@InfoPijitEnak,infopijitenak,Indonesia,2019-12-06,755,3878,0
1222549989685022720,Hi,lilissandi,Indonesia,2020-01-29,40,27,0
388799042,Nesssy,innesmeitri,zimbabwe,2011-10-11,618,401,0
1445973883,🌻🌻🌻,BebyRamalia1,"Bengkulu, Indonesia",2013-05-21,415,777,0
159292621,Tika 🦷,widyakartika,SOC-JOG,2010-06-25,1387,453,0
2350865960,HumanHuman,SoapTheKestrel,HQ,2014-02-19,43,205,0
111581570,Senya fajria,Senya_Fajria,Jakarta,2010-02-05,281,416,0
838395050262290432,Budak_Korporat,sukmana_88,"Surabaya, Indonesia",2017-03-05,81,422,0
159292621,Tika 🦷,widyakartika,SOC-JOG,2010-06-25,1387,453,0
1445973883,🌻🌻🌻,BebyRamalia1,"Bengkulu, Indonesia",2013-05-21,415,777,0
1221405295,timurkota.com,chody_herman,Indonesia,2013-02-26,114,97,0
233901599,♚ I am,delltarin,depok,2011-01-04,491,210,0
1255017265281429504,CryptoJrex,CryptoJrex,"Bali, Indonesia",2020-04-28,36,227,0
403918846,LingLing,fitri_fuzia,"cimahi, bandung , jawabarat",2011-11-03,193,229,0
1246997364776169474,R_VienOetomo,AlkahfiVivin,"Surakarta, Jawa Tengah",2020-04-06,19,105,0
601662878,Tulisan Dihitamkan,zychvc,"Kota Surabaya, Jawa Timur",2012-06-07,249,335,0
1351823583312396289,Saia,supersaia48,"Yogyakarta, Indonesia",2021-01-20,0,34,0
1328341452544307200,Fredy,Fredy95376299,Indonesia,2020-11-16,2,41,0
1357464644080701442,Andik,Andik90203542,Indonesia,2021-02-04,0,0,0
1042384901511634944,nsyuk,akusygaku__,Indonesia,2018-09-19,38,259,0
1357321998091755521,Caramoy💞,caramoy55319401,"Bogor Selatan, Indonesia",2021-02-04,0,0,0
1302445615255707648,@Dhimdhutt,GAK_ADA_LOGIKA,"Tangerang, Indonesia",2020-09-06,518,1807,0
1222484483821072385,eriska,eriiskap,Indonesia,2020-01-29,153,71,0
2397591211,Rezky Muhammad,MRizqiAriadi,indonesia,2014-03-19,34,139,0
386415986,ely alfiana,ElyAlfiana,Indonesia,2011-10-07,241,117,0
186746643,Jemaat Biasa,jemaatbiasa,"Bogor, Indonesia",2010-09-04,96,50,0
1307284878770073600,Devinadev17,devinadev17,Indonesia,2020-09-19,65,0,0
1246997364776169474,R_VienOetomo,AlkahfiVivin,"Surakarta, Jawa Tengah",2020-04-06,19,105,0
118903330,Ajeng Kartika N,ajenggkkartika,"Malang, East Java",2010-03-02,893,710,0
1260830711243657222,Achmad Nur Wahyu Kartiko ,kartiko29,Indonesia,2020-05-14,26,112,0
1255915997569015810,Subkima,Nugi68277708,"Tambun, Indonesia",2020-04-30,58,346,0
1242743562732621825,Felllllllll,aulahnyet,Indonesia,2020-03-25,4,36,0
1255915997569015810,Subkima,Nugi68277708,"Tambun, Indonesia",2020-04-30,58,346,0
1132607443253379072,jodohmu,isarapsuwito,"Semarang, Jawa Tengah",2019-05-26,157,277,0
925213903734239232,Golongan orang sambat,budiantho28,"Jawa Tengah, Indonesia",2017-10-31,58,343,0
1309484932566196224,just-mine,jasmineinimine,Indonesia,2020-09-25,1,77,0
1338466919947534337,Tangan kiri Thanos,Shakarin8,"Sukabumi, Indonesia",2020-12-14,4,13,0
1264515743711850496,ℑ𝔯𝔪𝔞 𝔄𝔟𝔯𝔦𝔩𝔦𝔞 🦋✨,librabbygurl,Bali,2020-05-24,1656,1630,0
877052450,ManNyoman,sipenikmatwaktu,Indonesia,2012-10-13,186,189,0
1302887543994630144,"ayu, jrg on",Imayuu9,Indonesia,2020-09-07,1031,990,0
51996330,181818,wszedxrfctgv460,"Surabaya ,Indonesia",2009-06-29,20,330,0
1357292928612376577,Dedefifi,Dedefifi3,Indonesia,2021-02-04,152,210,0
1325949405908721665,Dunia4dpro,dunia4dpro,Indonesia,2020-11-09,52,653,0
42182353,Anindita A. Haris,aninditaviati,ask.fm/aninditaviati,2009-05-24,750,1208,0
1294469161062502400,ceu_Ceunah,Lynubet,Indonesia,2020-08-15,20,43,0
1325633080506245120,NisaNasir,NisaNasir05,Indonesia,2020-11-09,0,11,0
51996330,181818,wszedxrfctgv460,"Surabaya ,Indonesia",2009-06-29,20,330,0
1073952872423817217,stafsushatikamu,nonanafi,Indonesia,2018-12-15,414,242,0
1293321322555088896,Dewi Gina,gina_dewi,Indonesia,2020-08-11,34,241,0
1328847154924773376,EMS,fisumol,Indonesia,2020-11-17,0,5,0
865309568162713601,Rny😍,emaliya_erny,"Kalimantan Selatan, Indonesia",2017-05-18,30,296,0
1293321322555088896,Dewi Gina,gina_dewi,Indonesia,2020-08-11,34,241,0
1264420943658577921,Theaaaawtf,MTheonaldo,Indonesia,2020-05-24,5,36,0
1293321322555088896,Dewi Gina,gina_dewi,Indonesia,2020-08-11,34,241,0
1149798156164407297,Irvans,Irvans68610960,Indonesia,2019-07-12,2,17,0
1169223696524775426,Unzen,Untungzen,Indonesia,2019-09-04,30,48,0
862644290,Inne Tedriana,Inne_Tedriana,Bogor ☔️,2012-10-05,497,367,0
1209224125211824128,KEKASIHMU,tomoluwe,Indonesia,2019-12-23,34,57,0
1253513072938868736,KaNa pres,nur_soleh786,Indonesia,2020-04-24,2,166,0
752122638936395777,dipa,elevenslay,Indonesia,2016-07-10,373,504,0
538832858,Gimana aku aja we,masihVeni,MATAMU,2012-03-28,1094,1336,0
1197713927620050945,Khamdahmad,khamdahmad,Indonesia,2019-11-22,0,16,0
1169536516948815872,hi you!,dewidugongg,Indonesia,2019-09-05,25,63,0
903805387136057344,h u s h,AgathaVera,"Yogyakarta, Indonesia",2017-09-02,47,58,0
1346678018685554688,dantasuri,dantasuri,Indonesia,2021-01-06,1,55,0
1354055322080428036,Suri - backup acc @aku_suri,AkuSurii,"Jakarta Capital Region, Indone",2021-01-26,126,133,0
547552440,BENOO,Beno_IlhamR,karanganyar-Solo,2012-04-07,163,297,0
1216437906027372545,Anak Orang,Remahremah17,Indonesia,2020-01-12,8,69,0
547552440,BENOO,Beno_IlhamR,karanganyar-Solo,2012-04-07,163,297,0
863780768132116480,ER 089504546688,ayamsuper776,Indonesia,2017-05-14,3198,3,0
332823514,V I A,ariovia,"Purbalingga, Jawa Tengah",2011-07-10,673,314,0
40418534,unknown.,adrockyo,Indonesia,2009-05-16,1240,787,0
1346114993821949952,Agilvcs,agilvcs,Indonesia,2021-01-04,97,99,0
1357329994247143424,Anggun,Anggun03381323,Indonesia,2021-02-04,20,73,0
1357329994247143424,Anggun,Anggun03381323,Indonesia,2021-02-04,20,73,0
1235177993368027136,HORASPOKER,horaspokerindo,Indonesia,2020-03-04,114,0,0
1268311765902712832,bukan aku,HanyaDiriku13,Indonesia,2020-06-03,25,59,0
1036024271464685570,AstagaDragon,Choose_anoy,Loading...,2018-09-01,33,42,0
1336276508441120768,nabila_bila,Mery29349121,Indonesia,2020-12-08,22,0,0
1344155317832044544,Daryanto,Daryant64569411,Indonesia,2020-12-30,0,75,0
1336276508441120768,nabila_bila,Mery29349121,Indonesia,2020-12-08,22,0,0
1357375542366904321,Khaurin,Khaurin1,Indonesia,2021-02-04,0,0,0
1261048866545139713,lia,aprilmeijuni__,Indonesia,2020-05-14,1,11,0
1328628439763468289,Nada dan Irama,DhianadaFathiy2,"Sidoarjo, Jawa Timur",2020-11-17,113,7,0
1010663274180796417,trisss,mynameisdw_,"Bali, Indonesia",2018-06-23,61,105,0
801622524622565376,"Tahu Campur, Satu!!",santyawul,"Jawa Timur, Indonesia",2016-11-24,26,72,0
4655643702,mei💞,MellaDewi5,"Yogyakarta, Indonesia",2015-12-26,35,159,0
950008739452473345,Bayuh purnawirawan,BayuhP97,Indonesia,2018-01-07,10,20,0
1221508844464922624,Del Kocko,kokoramadhavian,Kleronesia,2020-01-26,1240,1118,0
1356569175083241472,J.sco,Jsco81939699,Indonesia,2021-02-02,0,18,0
215221912,Mikhail Wardana,MikhailWardana,Indonesia,2010-11-13,159,313,0
1311891621667983360,Anisazedayu,anisazedayu,"Bali, Indonesia",2020-10-02,112,0,0
1312866326201810945,jane,ilovetoropatuti,Indonesia,2020-10-04,23,38,0
1351106462018371589,#AvailJakarta #ExpoJakarta💦💦,NadiaaAnya2,TOBRUT ( TOKET BRUTAL ),2021-01-18,23,5,0
1007837902062014464,ayeemm,vodcaddict,"Sumedang, Jawa Barat",2018-06-16,19,34,0
1349962514579111939,Rizal,Rizal73722507,Indonesia,2021-01-15,2,13,0
1155189175366217728,Galeri Perempuan Indonesia,GaleriPerempu,Indonesia,2019-07-27,643,9,0
1206165043345117187,Matchalove,Ameliatslh_,"Bekasi, Jawa Barat",2019-12-15,49,87,0
1152690460193804289,Nadya Elga,NadyaElga,Indonesia,2019-07-20,838,190,0
1348817984295378944,F M I,FaqihIkhsa,Indonesia,2021-01-12,2,106,0
1324239325278601217,Saa,AvailVcsSaa1,"Kota Surabaya, Jawa Timur",2020-11-05,128,23,0
1328604996083081217,Vcsbigo,vcsbigo,Indonesia,2020-11-17,385,7,0
543762772,Imantoko,Imantoko96,"Yogyakarta, Indonesia",2012-04-02,236,231,0
1333558267855785985,Open BO/ VCS,OpenBOvcsrel,Indonesia,2020-11-30,4,0,0
94517012,R I M A,rimaocta,Purwokerto,2009-12-04,292,281,0
1302665162017570816,Open Bo&Vcs surabaya,pratiwiyola08,Indonesia,2020-09-06,256,0,0
1303059619699257344,yola,Renzaniyola321,Indonesia,2020-09-07,187,0,0
1322625384345554944,Rusdi Gunawan,Kudai880,"Pekan Baru, Riau",2020-10-31,40,173,0
1324239325278601217,Saa,AvailVcsSaa1,"Kota Surabaya, Jawa Timur",2020-11-05,128,23,0
1146946185388650496,Ima,AkbarAntv,Indonesia,2019-07-05,1,43,0
1284771145984569346,Aurelputryy,aurelputryy,Indonesia,2020-07-19,189,0,0
1335787083378565120,Dini Han,nidihanda,Indonesia,2020-12-07,46,291,0
1281976617758126080,Spy Lyodra,LyodraSpy,Indonesia,2020-07-11,3,2,0
1117115636,Hani,hanifahmahana,Cibinong bogor,2013-01-24,125,85,0
1285087722823008257,Pengagum Bakat,BakatPengagum,Indonesia,2020-07-20,2,0,0
1285087722823008257,Pengagum Bakat,BakatPengagum,Indonesia,2020-07-20,2,0,0
1186833581093507072,Gus,AgusSaepulHida8,Indonesia,2019-10-23,63,98,0
1624313089,Supriatnaentis,RakaRaka6414,"ÜT: -6.15121,106.70053",2013-07-27,238,274,0
83308283,Edi Satria,bintangjatuah,Indonesia,2009-10-18,139,58,0
1203136338951688194,ay.nb,Aynb16,Indonesia,2019-12-07,5,103,0
1348817984295378944,F M I,FaqihIkhsa,Indonesia,2021-01-12,2,106,0
1317445227423019008,𝓜𝓾𝓽𝓱𝓲𝓪🦋,muthizahr,Indonesia,2020-10-17,17,20,0
140034550,Ardyta nur fitriani,ArdytaNFitriani,"ÜT: -6.167933,106.722394",2010-05-04,229,177,0
1329397936510234625,piyuppy,lupitanfd,Indonesia,2020-11-19,7,22,0
1352406472362139648,Rintik,Rintiksambatan,Indonesia,2021-01-22,1,211,0
1252393499304976392,child a cup,najwanstsy,"Depok, Indonesia",2020-04-21,31,45,0
1284326748302135296,🐰🌙,usagim00n,Indonesia,2020-07-18,16,58,0
1194169765041823745,ighorabbit,ighorabbit1,"Kota Malang, Jawa Timur",2019-11-12,0,6,0
232874877,Lohmenz Neinjelen,Lohmenz,Indonesia,2011-01-01,198,192,0
1357410589773996035,Dimas,diimas69_,Indonesia,2021-02-04,1,25,0
1324239325278601217,Saa,AvailVcsSaa1,"Kota Surabaya, Jawa Timur",2020-11-05,128,23,0
988470160469049347,Luluk Mukarramah,LulukMoers,"Yogyakarta, Indonesia",2018-04-23,26,109,0
143676413,indra budyana,indrabudyana,bandung,2010-05-14,25,17,0
939330187,Bakul keong,john52195558,Gresik-sidoarjo,2012-11-10,11,112,0
1348324186360463360,Boy69,youngboyy69,Indonesia,2021-01-10,69,425,0
110333197,luka&cinta..,uwie0912,"DKI Jakarta, Indonesia",2010-02-01,106,716,0
1332564091227885569,REAL AKUN,sarahrealvc,Indonesia,2020-11-28,2,0,0
1285744166215938048,STAR PATRICK,CAH_YAWA_HYU,"Pacitan, Indonesia",2020-07-22,9,14,0
1357441979219550208,seefantake,seefantake,Indonesia,2021-02-04,0,22,0
2413401920,kang cilok🏷️,hallofauzi21,"Bogor, Jawa Barat",2014-03-27,200,72,0
1349440191065321473,sarahtrusted,sarahtrusted,Indonesia,2021-01-13,5,0,0
403789624,أيو يوسف-아유,Ayu_yusup1,Indonesia,2011-11-03,736,95,0
1357410126634749952,indah,indah74098773,Indonesia,2021-02-04,0,0,0
1338869573173407744,Devnatasya111,devnatasya111,Indonesia,2020-12-15,6,11,0
1251818228981960704,Bella Karisa // AKUN MELAYANI VCS REAL 💯% 💋,belakarisa,Indonesia,2020-04-19,1046,685,0
1356310108930629632,sarahrealll,sarahrealll,Indonesia,2021-02-01,0,0,0
596967218,what i want,divpia,Indonesia,2012-06-02,380,173,0
596967218,what i want,divpia,Indonesia,2012-06-02,380,173,0
1292521338758807554,Tata,Tata_neta99,"Jakarta Selatan, DKI Jakarta",2020-08-09,144,0,0
2339443849,Aldi Riefanza,rifanzaldi,Bandar Lampung ID,2014-02-11,692,158,0
1125855963443974144,Kicky,Kicky99595895,Indonesia,2019-05-07,24,39,0
1325593622335533057,Oplet4D,DOplet4,Indonesia,2020-11-09,1,5,0
1245041508413108230,Re han,raihanpamunqkas,Indonesia,2020-03-31,22,75,0
975865239982895104,dell_vhina,Vina_1718,"Jakarta Pusat, DKI Jakarta",2018-03-19,182,214,0
1271387320185282560,selingkuhanmu,allabout_forfun,Indonesia,2020-06-12,742,45,0
1353165074349793282,Berli Available,AvailableBerli,Indonesia,2021-01-24,2,9,0
1353165074349793282,Berli Available,AvailableBerli,Indonesia,2021-01-24,2,9,0
1350799191346302977,Alda VCS,AldaKitty3,Indonesia,2021-01-17,6,11,0
1350799191346302977,Alda VCS,AldaKitty3,Indonesia,2021-01-17,6,11,0
1357260176953253889,Lisa_vcs,Lisavcs3,"Jakarta Pusat, DKI Jakarta",2021-02-04,8,0,0
1357260176953253889,Lisa_vcs,Lisavcs3,"Jakarta Pusat, DKI Jakarta",2021-02-04,8,0,0
1045266090031439873,@ayaharif264,ayaharif264,"Jawa Barat, Indonesia",2018-09-27,10,60,0
471439062,aquarian,ayo_moveonyaaa,Di samping kiri mu,2012-01-22,189,421,0
935772062949527552,elshanurialsa,elshanurialsa1,Indonesia,2017-11-29,30,244,0
1342453398742843392,Availvcs ( real akun ),Availvc63118004,Indonesia,2020-12-25,24,4,0
1236747259359809536,indah lestari,IndahIkaLestar3,Indonesia,2020-03-08,145,0,0
1343685492190015488,Ready Vcs,Vc10212745Vcs,Indonesia,2020-12-28,17,0,0
1226605299265495040,linkaputri_,linkaputri1,indonesia,2020-02-09,58,25,0
1338879953580920832,fit💋👄,fitril0ve,Indonesia,2020-12-15,107,8,0
1345802194780520448,Avail,Avail53183942,Indonesia,2021-01-03,18,0,0
1347834807389102081,Vcssange,Vcssange13,Indonesia,2021-01-09,87,1,0
1351549641662234626,Tantesange,Tantesa50617376,Indonesia,2021-01-19,9,0,0
1316355839498756099,melekmeteng,eskopiireng,Indonesia,2020-10-14,1,29,0
1352616618048675840,yuni,Sangebe92356263,Indonesia,2021-01-22,9,0,0
1312617054147506176,Pri,Pri09094921,Indonesia,2020-10-04,21,12,0
1293836602825826304,ojo mangan disek,5iiC1u7q9g2rJj8,Indonesia,2020-08-13,28,120,0
1354226138663374850,maisyah,Realang08429955,Indonesia,2021-01-27,8,0,0
1341042795935481856,vcs colmek,Meisyaa48611773,Jakpus,2020-12-21,137,2,0
1352781439746510848,Nana,Memeksa39402817,Indonesia,2021-01-23,55,0,0
1325628274853117952,Irene Yoon,Rennadler,Indonesia,2020-11-09,40,10,0
1357237121182928896,Maya Sari (Mys),mys_maya,"Cengkareng, Indonesia",2021-02-04,6,0,0
1354865414019276800,Trusted Vania,vaniarealll,Indonesia,2021-01-28,3,0,0
1216550422191587328,Herry,HerryNapit,Indonesia,2020-01-13,315,5,0
1216550422191587328,Herry,HerryNapit,Indonesia,2020-01-13,315,5,0
1158669621743910913,Bukan Cinderella,Cinderlolaa,Indonesia,2019-08-06,5,2,0
1354226138663374850,maisyah,Realang08429955,Indonesia,2021-01-27,8,0,0
1333661328255270912,vaniareal,vaniarealv,Indonesia,2020-12-01,2,0,0
1330586035483410432,Michael Huang,Michael56725835,Indonesia,2020-11-22,1,11,0
1356686062509150208,vaniareall,vania0819,Indonesia,2021-02-02,2,0,0
1348419882698752001,Bella Utari,BellaUtari14,"Kota Surabaya, Jawa Timur",2021-01-11,16,0,0
1336486569516003328,Widya Pratiwi,WidyaPr12,"Jakarta Pusat, DKI Jakarta",2020-12-09,73,0,0
1236821141307588608,Tingki_tele212,TTele212,Cirebon,2020-03-09,32,28,0
1347792382268358657,vaniarealsex,realsexvania,Indonesia,2021-01-09,14,0,0
861223205763039232,M I U N,anaknyaTamam,Indonesia,2017-05-07,1027,1388,0
1313899119300112385,kurama,kuramamodeeee,"Cengkareng, Indonesia",2020-10-07,0,0,0
